input,target 
b'r1bqkb1r/pppppppp/2n2n2/8/1P6/8/P1PPPPPP/RNBQKBNR w KQkq - 1 3',-110
b'rnbqkbr1/pppppppp/5n2/8/1P6/8/P1PPPPPP/RNBQKBNR w KQq - 1 3',-60
b'rnbqkbr1/pppppppp/5n2/8/1P6/8/P1PPPPPP/RNBQKBNR w KQq - 1 3',-60
b'rnbqkbr1/pppppppp/5n2/8/1P6/8/P1PPPPPP/RNBQKBNR w KQq - 1 3',-60
b'r1bqkb1r/pppppppp/2n2n2/8/1P6/8/P1PPPPPP/RNBQKBNR w KQkq - 1 3',-110
b'r1bqkb1r/pppppppp/2n2n2/8/1P6/8/P1PPPPPP/RNBQKBNR w KQkq - 1 3',-110
b'r1bqkb1r/pppppppp/2n2n2/8/1P6/8/P1PPPPPP/RNBQKBNR w KQkq - 1 3',-110
b'r1bqkb1r/pppppppp/2n2n2/8/1P6/8/P1PPPPPP/RNBQKBNR w KQkq - 1 3',-110
b'r1bqkb1r/pppppppp/2n2n2/8/1P6/8/P1PPPPPP/RNBQKBNR w KQkq - 1 3',-110
b'rnbqkbr1/pppppppp/5n2/8/1P6/8/P1PPPPPP/RNBQKBNR w KQq - 1 3',-60
b'rnbqkbr1/pppppppp/5n2/8/1P6/8/P1PPPPPP/RNBQKBNR w KQq - 1 3',-60
b'rnbqkbr1/pppppppp/5n2/8/1P6/8/P1PPPPPP/RNBQKBNR w KQq - 1 3',-60
b'r1bqkb1r/pppppppp/2n2n2/8/1P6/8/P1PPPPPP/RNBQKBNR w KQkq - 1 3',-110
b'r1bqkb1r/pppppppp/2n2n2/8/1P6/8/P1PPPPPP/RNBQKBNR w KQkq - 1 3',-110
b'r1bqkb1r/pppppppp/2n2n2/8/1P6/8/P1PPPPPP/RNBQKBNR w KQkq - 1 3',-110
b'rnbqkbr1/pppppppp/5n2/8/1P6/8/P1PPPPPP/RNBQKBNR w KQq - 1 3',-60
b'rnbqkbr1/pppppppp/5n2/8/1P6/8/P1PPPPPP/RNBQKBNR w KQq - 1 3',-60
b'rnbqkbr1/pppppppp/5n2/8/1P6/8/P1PPPPPP/RNBQKBNR w KQq - 1 3',-60
b'r1bqkb1r/pppppppp/2n2n2/8/1P6/8/P1PPPPPP/RNBQKBNR w KQkq - 1 3',-110
b'rnbqkbr1/pppppppp/5n2/8/1P6/8/P1PPPPPP/RNBQKBNR w KQq - 1 3',-60
b'rnbqkbr1/pppppppp/5n2/8/1P6/8/P1PPPPPP/RNBQKBNR w KQq - 1 3',-60
b'rnbqkbr1/pppppppp/5n2/8/1P6/8/P1PPPPPP/RNBQKBNR w KQq - 1 3',-60
b'rnbqkbr1/pppppppp/5n2/8/1P6/8/P1PPPPPP/RNBQKBNR w KQq - 1 3',-60
b'r1bqkb1r/pppppppp/2n2n2/8/1P6/8/P1PPPPPP/RNBQKBNR w KQkq - 1 3',-110
b'r1bqkb1r/pppppppp/2n2n2/8/1P6/8/P1PPPPPP/RNBQKBNR w KQkq - 1 3',-110
b'r1bqkb1r/pppppppp/2n2n2/8/1P6/8/P1PPPPPP/RNBQKBNR w KQkq - 1 3',-110
b'rnbqkbr1/pppppppp/5n2/8/1P6/8/P1PPPPPP/RNBQKBNR w KQq - 1 3',-60
b'rnbqkbr1/pppppppp/5n2/8/1P6/8/P1PPPPPP/RNBQKBNR w KQq - 1 3',-60
b'rnbqkbr1/pppppppp/5n2/8/1P6/8/P1PPPPPP/RNBQKBNR w KQq - 1 3',-60
b'r1bqkb1r/pppppppp/2n2n2/8/1P6/8/P1PPPPPP/RNBQKBNR w KQkq - 1 3',-110
b'r1bqkb1r/pppppppp/2n2n2/8/1P6/8/P1PPPPPP/RNBQKBNR w KQkq - 1 3',-110
b'r1bqkb1r/pppppppp/2n2n2/8/1P6/8/P1PPPPPP/RNBQKBNR w KQkq - 1 3',-110
b'r1bqkb1r/pppppppp/2n2n2/8/1P6/8/P1PPPPPP/RNBQKBNR w KQkq - 1 3',-110
b'rnbqkbr1/pppppppp/5n2/8/1P6/8/P1PPPPPP/RNBQKBNR w KQq - 1 3',-60
b'rnbqkbr1/pppppppp/5n2/8/1P6/8/P1PPPPPP/RNBQKBNR w KQq - 1 3',-60
b'r1bqkb1r/pppppppp/2n2n2/8/1P6/8/P1PPPPPP/RNBQKBNR w KQkq - 1 3',-110
b'r1bqkb1r/pppppppp/2n2n2/8/1P6/8/P1PPPPPP/RNBQKBNR w KQkq - 1 3',-110
b'r1bqkb1r/pppppppp/2n2n2/8/1P6/8/P1PPPPPP/RNBQKBNR w KQkq - 1 3',-110
b'r1bqkb1r/pppppppp/2n2n2/8/1P6/8/P1PPPPPP/RNBQKBNR w KQkq - 1 3',-110
b'rnbqkbr1/pppppppp/5n2/8/1P6/8/P1PPPPPP/RNBQKBNR w KQq - 1 3',-60
b'r1bqkb1r/pppppppp/2n2n2/8/1P6/8/P1PPPPPP/RNBQKBNR w KQkq - 1 3',-110
b'rnbqkbr1/pppppppp/5n2/8/P7/8/1PPPPPPP/RNBQKBNR w KQq - 1 3',-55
b'r1bqkb1r/pppppppp/2n2n2/8/P7/8/1PPPPPPP/RNBQKBNR w KQkq - 1 3',-105
b'rnbqkbr1/pppppppp/5n2/8/P7/8/1PPPPPPP/RNBQKBNR w KQq - 1 3',-55
b'r1bqkb1r/pppppppp/2n2n2/8/P7/8/1PPPPPPP/RNBQKBNR w KQkq - 1 3',-105
b'rnbqkbr1/pppppppp/5n2/8/P7/8/1PPPPPPP/RNBQKBNR w KQq - 1 3',-55
b'rnbqkbr1/pppppppp/5n2/8/P7/8/1PPPPPPP/RNBQKBNR w KQq - 1 3',-55
b'rnbqkbr1/pppppppp/5n2/8/P7/8/1PPPPPPP/RNBQKBNR w KQq - 1 3',-55
b'r1bqkb1r/pppppppp/2n2n2/8/P7/8/1PPPPPPP/RNBQKBNR w KQkq - 1 3',-105
b'r1bqkb1r/pppppppp/2n2n2/8/P7/8/1PPPPPPP/RNBQKBNR w KQkq - 1 3',-105
b'r1bqkb1r/pppppppp/2n2n2/8/P7/8/1PPPPPPP/RNBQKBNR w KQkq - 1 3',-105
b'rnbqkbr1/pppppppp/5n2/8/P7/8/1PPPPPPP/RNBQKBNR w KQq - 1 3',-55
b'r1bqkb1r/pppppppp/2n2n2/8/P7/8/1PPPPPPP/RNBQKBNR w KQkq - 1 3',-105
b'rnbqkbr1/pppppppp/5n2/8/P7/8/1PPPPPPP/RNBQKBNR w KQq - 1 3',-55
b'rnbqkbr1/pppppppp/5n2/8/P7/8/1PPPPPPP/RNBQKBNR w KQq - 1 3',-55
b'rnbqkbr1/pppppppp/5n2/8/P7/8/1PPPPPPP/RNBQKBNR w KQq - 1 3',-55
b'r1bqkb1r/pppppppp/2n2n2/8/P7/8/1PPPPPPP/RNBQKBNR w KQkq - 1 3',-105
b'rnbqkbr1/pppppppp/5n2/8/P7/8/1PPPPPPP/RNBQKBNR w KQq - 1 3',-55
b'rnbqkbr1/pppppppp/5n2/8/P7/8/1PPPPPPP/RNBQKBNR w KQq - 1 3',-55
b'rnbqkbr1/pppppppp/5n2/8/P7/8/1PPPPPPP/RNBQKBNR w KQq - 1 3',-55
b'r1bqkb1r/pppppppp/2n2n2/8/P7/8/1PPPPPPP/RNBQKBNR w KQkq - 1 3',-105
b'r1bqkb1r/pppppppp/2n2n2/8/P7/8/1PPPPPPP/RNBQKBNR w KQkq - 1 3',-105
b'r1bqkb1r/pppppppp/2n2n2/8/P7/8/1PPPPPPP/RNBQKBNR w KQkq - 1 3',-105
b'r1bqkb1r/pppppppp/2n2n2/8/P7/8/1PPPPPPP/RNBQKBNR w KQkq - 1 3',-105
b'r1bqkb1r/pppppppp/2n2n2/8/P7/8/1PPPPPPP/RNBQKBNR w KQkq - 1 3',-105
b'rnbqkbr1/pppppppp/5n2/8/P7/8/1PPPPPPP/RNBQKBNR w KQq - 1 3',-55
b'rnbqkbr1/pppppppp/5n2/8/P7/8/1PPPPPPP/RNBQKBNR w KQq - 1 3',-55
b'rnbqkbr1/pppppppp/5n2/8/P7/8/1PPPPPPP/RNBQKBNR w KQq - 1 3',-55
b'rnbqkbr1/pppppppp/5n2/8/P7/8/1PPPPPPP/RNBQKBNR w KQq - 1 3',-55
b'r1bqkb1r/pppppppp/2n2n2/8/P7/8/1PPPPPPP/RNBQKBNR w KQkq - 1 3',-105
b'r1bqkb1r/pppppppp/2n2n2/8/P7/8/1PPPPPPP/RNBQKBNR w KQkq - 1 3',-105
b'rnbqkbr1/pppppppp/5n2/8/P7/8/1PPPPPPP/RNBQKBNR w KQq - 1 3',-55
b'rnbqkbr1/pppppppp/5n2/8/P7/8/1PPPPPPP/RNBQKBNR w KQq - 1 3',-55
b'rnbqkbr1/pppppppp/5n2/8/P7/8/1PPPPPPP/RNBQKBNR w KQq - 1 3',-55
b'rnbqkbr1/pppppppp/5n2/8/P7/8/1PPPPPPP/RNBQKBNR w KQq - 1 3',-55
b'r1bqkb1r/pppppppp/2n2n2/8/P7/8/1PPPPPPP/RNBQKBNR w KQkq - 1 3',-105
b'r1bqkb1r/pppppppp/2n2n2/8/P7/8/1PPPPPPP/RNBQKBNR w KQkq - 1 3',-105
b'r1bqkb1r/pppppppp/2n2n2/8/P7/8/1PPPPPPP/RNBQKBNR w KQkq - 1 3',-105
b'r1bqkb1r/pppppppp/2n2n2/8/P7/8/1PPPPPPP/RNBQKBNR w KQkq - 1 3',-105
b'r1bqkb1r/pppppppp/2n2n2/8/P7/8/1PPPPPPP/RNBQKBNR w KQkq - 1 3',-105
b'r1bqkb1r/pppppppp/2n2n2/8/P7/8/1PPPPPPP/RNBQKBNR w KQkq - 1 3',-105
b'rnbqkbr1/pppppppp/5n2/8/P7/8/1PPPPPPP/RNBQKBNR w KQq - 1 3',-55
b'rnbqkbr1/pppppppp/5n2/8/P7/8/1PPPPPPP/RNBQKBNR w KQq - 1 3',-55
b'r1bqkb1r/pppppppp/2n2n2/8/P7/8/1PPPPPPP/RNBQKBNR w KQkq - 1 3',-105
b'rnbqkbr1/pppppppp/5n2/8/P7/8/1PPPPPPP/RNBQKBNR w KQq - 1 3',-55
b'r1bqkb1r/pppppppp/2n2n2/8/P7/8/1PPPPPPP/RNBQKBNR w KQkq - 1 3',-105
b'rnbqkbr1/pppppppp/5n2/8/P7/8/1PPPPPPP/RNBQKBNR w KQq - 1 3',-55
b'rnbqkbr1/pppppppp/5n2/8/P7/8/1PPPPPPP/RNBQKBNR w KQq - 1 3',-55
b'r1bqkb1r/pppppppp/2n2n2/8/P7/8/1PPPPPPP/RNBQKBNR w KQkq - 1 3',-105
b'r1bqkb1r/pppppppp/2n2n2/8/P7/8/1PPPPPPP/RNBQKBNR w KQkq - 1 3',-105
b'r1bqkb1r/pppppppp/2n2n2/8/P7/8/1PPPPPPP/RNBQKBNR w KQkq - 1 3',-105
b'r1bqkbr1/pppppppp/2n2n2/8/8/7N/PPPPPPPP/RNBQKBR1 w Qq - 5 4',-90
b'1rbqkb1r/pppppppp/2n2n2/8/8/7N/PPPPPPPP/RNBQKBR1 w Qk - 5 4',-90
b'r1bqkbr1/pppppppp/2n2n2/8/8/7N/PPPPPPPP/RNBQKBR1 w Qq - 5 4',-90
b'r1bqkbr1/pppppppp/2n2n2/8/8/7N/PPPPPPPP/RNBQKBR1 w Qq - 5 4',-90
b'r1bqkbr1/pppppppp/2n2n2/8/8/7N/PPPPPPPP/RNBQKBR1 w Qq - 5 4',-90
b'1rbqkb1r/pppppppp/2n2n2/8/8/7N/PPPPPPPP/RNBQKBR1 w Qk - 5 4',-90
b'r1bqkbr1/pppppppp/2n2n2/8/8/7N/PPPPPPPP/RNBQKBR1 w Qq - 5 4',-90
b'1rbqkb1r/pppppppp/2n2n2/8/8/7N/PPPPPPPP/RNBQKBR1 w Qk - 5 4',-90
b'1rbqkb1r/pppppppp/2n2n2/8/8/7N/PPPPPPPP/RNBQKBR1 w Qk - 5 4',-90
b'1rbqkb1r/pppppppp/2n2n2/8/8/7N/PPPPPPPP/RNBQKBR1 w Qk - 5 4',-90
b'r1bqkbr1/pppppppp/2n2n2/8/8/7N/PPPPPPPP/RNBQKBR1 w Qq - 5 4',-90
b'r1bqkbr1/pppppppp/2n2n2/8/8/7N/PPPPPPPP/RNBQKBR1 w Qq - 5 4',-90
b'r1bqkbr1/pppppppp/2n2n2/8/8/7N/PPPPPPPP/RNBQKBR1 w Qq - 5 4',-90
b'1rbqkb1r/pppppppp/2n2n2/8/8/7N/PPPPPPPP/RNBQKBR1 w Qk - 5 4',-90
b'1rbqkb1r/pppppppp/2n2n2/8/8/7N/PPPPPPPP/RNBQKBR1 w Qk - 5 4',-90
b'1rbqkb1r/pppppppp/2n2n2/8/8/7N/PPPPPPPP/RNBQKBR1 w Qk - 5 4',-90
b'r1bqkbr1/pppppppp/2n2n2/8/8/7N/PPPPPPPP/RNBQKBR1 w Qq - 5 4',-90
b'r1bqkbr1/pppppppp/2n2n2/8/8/7N/PPPPPPPP/RNBQKBR1 w Qq - 5 4',-90
b'r1bqkbr1/pppppppp/2n2n2/8/8/7N/PPPPPPPP/RNBQKBR1 w Qq - 5 4',-90
b'r1bqkbr1/pppppppp/2n2n2/8/8/7N/PPPPPPPP/RNBQKBR1 w Qq - 5 4',-90
b'r1bqkbr1/pppppppp/2n2n2/8/8/7N/PPPPPPPP/RNBQKBR1 w Qq - 5 4',-90
b'1rbqkb1r/pppppppp/2n2n2/8/8/7N/PPPPPPPP/RNBQKBR1 w Qk - 5 4',-90
b'r1bqkbr1/pppppppp/2n2n2/8/8/7N/PPPPPPPP/RNBQKBR1 w Qq - 5 4',-90
b'r1bqkbr1/pppppppp/2n2n2/8/8/7N/PPPPPPPP/RNBQKBR1 w Qq - 5 4',-90
b'1rbqkb1r/pppppppp/2n2n2/8/8/7N/PPPPPPPP/RNBQKBR1 w Qk - 5 4',-90
b'1rbqkb1r/pppppppp/2n2n2/8/8/7N/PPPPPPPP/RNBQKBR1 w Qk - 5 4',-90
b'1rbqkb1r/pppppppp/2n2n2/8/8/7N/PPPPPPPP/RNBQKBR1 w Qk - 5 4',-90
b'1rbqkb1r/pppppppp/2n2n2/8/8/7N/PPPPPPPP/RNBQKBR1 w Qk - 5 4',-90
b'1rbqkb1r/pppppppp/2n2n2/8/8/7N/PPPPPPPP/RNBQKBR1 w Qk - 5 4',-90
b'r1bqkbr1/pppppppp/2n2n2/8/8/7N/PPPPPPPP/RNBQKBR1 w Qq - 5 4',-90
b'r1bqkbr1/pppppppp/2n2n2/8/8/7N/PPPPPPPP/RNBQKBR1 w Qq - 5 4',-90
b'r1bqkbr1/pppppppp/2n2n2/8/8/7N/PPPPPPPP/RNBQKBR1 w Qq - 5 4',-90
b'1rbqkb1r/pppppppp/2n2n2/8/8/7N/PPPPPPPP/RNBQKBR1 w Qk - 5 4',-90
b'r1bqkbr1/pppppppp/2n2n2/8/8/7N/PPPPPPPP/RNBQKBR1 w Qq - 5 4',-90
b'r1bqkbr1/pppppppp/2n2n2/8/8/7N/PPPPPPPP/RNBQKBR1 w Qq - 5 4',-90
b'1rbqkb1r/pppppppp/2n2n2/8/8/7N/PPPPPPPP/RNBQKBR1 w Qk - 5 4',-90
b'1rbqkb1r/pppppppp/2n2n2/8/8/7N/PPPPPPPP/RNBQKBR1 w Qk - 5 4',-90
b'1rbqkb1r/pppppppp/2n2n2/8/8/7N/PPPPPPPP/RNBQKBR1 w Qk - 5 4',-90
b'1rbqkb1r/pppppppp/2n2n2/8/8/7N/PPPPPPPP/RNBQKBR1 w Qk - 5 4',-90
b'1rbqkb1r/pppppppp/2n2n2/8/8/7N/PPPPPPPP/RNBQKBR1 w Qk - 5 4',-90
b'r1bqkbr1/pppppppp/2n2n2/8/8/7N/PPPPPPPP/RNBQKBR1 w Qq - 5 4',-90
b'r1bqkbr1/pppppppp/2n2n2/8/8/7N/PPPPPPPP/RNBQKBR1 w Qq - 5 4',-90
b'r1bqkbr1/pppppppp/2n2n2/8/8/7N/PPPPPPPP/RNBQKBR1 w Qq - 5 4',-90
b'1rbqkb1r/pppppppp/2n2n2/8/8/7N/PPPPPPPP/RNBQKBR1 w Qk - 5 4',-90
b'r1bqkbr1/pppppppp/2n2n2/8/8/7N/PPPPPPPP/RNBQKBR1 w Qq - 5 4',-90
b'r1bqkbr1/pppppppp/2n2n2/8/8/7N/PPPPPPPP/RNBQKBR1 w Qq - 5 4',-90
b'1rbqkb1r/pppppppp/2n2n2/8/8/7N/PPPPPPPP/RNBQKBR1 w Qk - 5 4',-90
b'1rbqkb1r/pppppppp/2n2n2/8/8/7N/PPPPPPPP/RNBQKBR1 w Qk - 5 4',-90
b'1rbqkb1r/pppppppp/2n2n2/8/8/7N/PPPPPPPP/RNBQKBR1 w Qk - 5 4',-90
b'1rbqkb1r/pppppppp/2n2n2/8/8/7N/PPPPPPPP/RNBQKBR1 w Qk - 5 4',-90
b'r1bqkbr1/pppppppp/2n2n2/8/8/2N4N/PPPPPPPP/R1BQKB1R w KQq - 5 4',-40
b'1rbqkb1r/pppppppp/2n2n2/8/8/2N4N/PPPPPPPP/R1BQKB1R w KQk - 5 4',-40
b'r1bqkbr1/pppppppp/2n2n2/8/8/2N4N/PPPPPPPP/R1BQKB1R w KQq - 5 4',-40
b'1rbqkb1r/pppppppp/2n2n2/8/8/2N4N/PPPPPPPP/R1BQKB1R w KQk - 5 4',-40
b'r1bqkbr1/pppppppp/2n2n2/8/8/2N4N/PPPPPPPP/R1BQKB1R w KQq - 5 4',-40
b'r1bqkbr1/pppppppp/2n2n2/8/8/2N4N/PPPPPPPP/R1BQKB1R w KQq - 5 4',-40
b'r1bqkbr1/pppppppp/2n2n2/8/8/2N4N/PPPPPPPP/R1BQKB1R w KQq - 5 4',-40
b'1rbqkb1r/pppppppp/2n2n2/8/8/2N4N/PPPPPPPP/R1BQKB1R w KQk - 5 4',-40
b'1rbqkb1r/pppppppp/2n2n2/8/8/2N4N/PPPPPPPP/R1BQKB1R w KQk - 5 4',-40
b'1rbqkb1r/pppppppp/2n2n2/8/8/2N4N/PPPPPPPP/R1BQKB1R w KQk - 5 4',-40
b'r1bqkbr1/pppppppp/2n2n2/8/8/2N4N/PPPPPPPP/R1BQKB1R w KQq - 5 4',-40
b'r1bqkbr1/pppppppp/2n2n2/8/8/2N4N/PPPPPPPP/R1BQKB1R w KQq - 5 4',-40
b'r1bqkbr1/pppppppp/2n2n2/8/8/2N4N/PPPPPPPP/R1BQKB1R w KQq - 5 4',-40
b'r1bqkbr1/pppppppp/2n2n2/8/8/2N4N/PPPPPPPP/R1BQKB1R w KQq - 5 4',-40
b'r1bqkbr1/pppppppp/2n2n2/8/8/2N4N/PPPPPPPP/R1BQKB1R w KQq - 5 4',-40
b'r1bqkbr1/pppppppp/2n2n2/8/8/2N4N/PPPPPPPP/R1BQKB1R w KQq - 5 4',-40
b'1rbqkb1r/pppppppp/2n2n2/8/8/2N4N/PPPPPPPP/R1BQKB1R w KQk - 5 4',-40
b'1rbqkb1r/pppppppp/2n2n2/8/8/2N4N/PPPPPPPP/R1BQKB1R w KQk - 5 4',-40
b'1rbqkb1r/pppppppp/2n2n2/8/8/2N4N/PPPPPPPP/R1BQKB1R w KQk - 5 4',-40
b'1rbqkb1r/pppppppp/2n2n2/8/8/2N4N/PPPPPPPP/R1BQKB1R w KQk - 5 4',-40
b'1rbqkb1r/pppppppp/2n2n2/8/8/2N4N/PPPPPPPP/R1BQKB1R w KQk - 5 4',-40
b'1rbqkb1r/pppppppp/2n2n2/8/8/2N4N/PPPPPPPP/R1BQKB1R w KQk - 5 4',-40
b'r1bqkbr1/pppppppp/2n2n2/8/8/2N4N/PPPPPPPP/R1BQKB1R w KQq - 5 4',-40
b'r1bqkbr1/pppppppp/2n2n2/8/8/2N4N/PPPPPPPP/R1BQKB1R w KQq - 5 4',-40
b'r1bqkbr1/pppppppp/2n2n2/8/8/2N4N/PPPPPPPP/R1BQKB1R w KQq - 5 4',-40
b'r1bqkbr1/pppppppp/2n2n2/8/8/2N4N/PPPPPPPP/R1BQKB1R w KQq - 5 4',-40
b'r1bqkbr1/pppppppp/2n2n2/8/8/2N4N/PPPPPPPP/R1BQKB1R w KQq - 5 4',-40
b'1rbqkb1r/pppppppp/2n2n2/8/8/2N4N/PPPPPPPP/R1BQKB1R w KQk - 5 4',-40
b'r1bqkbr1/pppppppp/2n2n2/8/8/2N4N/PPPPPPPP/R1BQKB1R w KQq - 5 4',-40
b'1rbqkb1r/pppppppp/2n2n2/8/8/2N4N/PPPPPPPP/R1BQKB1R w KQk - 5 4',-40
b'r1bqkbr1/pppppppp/2n2n2/8/8/2N4N/PPPPPPPP/R1BQKB1R w KQq - 5 4',-40
b'r1bqkbr1/pppppppp/2n2n2/8/8/2N4N/PPPPPPPP/R1BQKB1R w KQq - 5 4',-40
b'1rbqkb1r/pppppppp/2n2n2/8/8/2N4N/PPPPPPPP/R1BQKB1R w KQk - 5 4',-40
b'1rbqkb1r/pppppppp/2n2n2/8/8/2N4N/PPPPPPPP/R1BQKB1R w KQk - 5 4',-40
b'1rbqkb1r/pppppppp/2n2n2/8/8/2N4N/PPPPPPPP/R1BQKB1R w KQk - 5 4',-40
b'1rbqkb1r/pppppppp/2n2n2/8/8/2N4N/PPPPPPPP/R1BQKB1R w KQk - 5 4',-40
b'1rbqkb1r/pppppppp/2n2n2/8/8/2N4N/PPPPPPPP/R1BQKB1R w KQk - 5 4',-40
b'r1bqkbr1/pppppppp/2n2n2/8/8/2N4N/PPPPPPPP/R1BQKB1R w KQq - 5 4',-40
b'r1bqkbr1/pppppppp/2n2n2/8/8/2N4N/PPPPPPPP/R1BQKB1R w KQq - 5 4',-40
b'1rbqkb1r/pppppppp/2n2n2/8/8/2N4N/PPPPPPPP/R1BQKB1R w KQk - 5 4',-40
b'r1bqkbr1/pppppppp/2n2n2/8/8/2N4N/PPPPPPPP/R1BQKB1R w KQq - 5 4',-40
b'1rbqkb1r/pppppppp/2n2n2/8/8/2N4N/PPPPPPPP/R1BQKB1R w KQk - 5 4',-40
b'1rbqkb1r/pppppppp/2n2n2/8/8/2N4N/PPPPPPPP/R1BQKB1R w KQk - 5 4',-40
b'1rbqkb1r/pppppppp/2n2n2/8/8/2N4N/PPPPPPPP/R1BQKB1R w KQk - 5 4',-40
b'r1bqkbr1/pppppppp/2n2n2/8/8/2N4N/PPPPPPPP/R1BQKB1R w KQq - 5 4',-40
b'r1bqkbr1/pppppppp/2n2n2/8/8/2N4N/PPPPPPPP/R1BQKB1R w KQq - 5 4',-40
b'r1bqkbr1/pppppppp/2n2n2/8/8/2N4N/PPPPPPPP/R1BQKB1R w KQq - 5 4',-40
b'1rbqkb1r/pppppppp/2n2n2/8/8/2N4N/PPPPPPPP/R1BQKB1R w KQk - 5 4',-40
b'1rbqkb1r/pppppppp/2n2n2/8/8/2N4N/PPPPPPPP/R1BQKB1R w KQk - 5 4',-40
b'1rbqkb1r/pppppppp/2n2n2/8/8/2N4N/PPPPPPPP/R1BQKB1R w KQk - 5 4',-40
b'r1bqkbr1/pppppppp/2n2n2/8/8/N6N/PPPPPPPP/R1BQKB1R w KQq - 5 4',-80
b'1rbqkb1r/pppppppp/2n2n2/8/8/N6N/PPPPPPPP/R1BQKB1R w KQk - 5 4',-80
b'r1bqkbr1/pppppppp/2n2n2/8/8/N6N/PPPPPPPP/R1BQKB1R w KQq - 5 4',-80
b'r1bqkbr1/pppppppp/2n2n2/8/8/N6N/PPPPPPPP/R1BQKB1R w KQq - 5 4',-80
b'1rbqkb1r/pppppppp/2n2n2/8/8/N6N/PPPPPPPP/R1BQKB1R w KQk - 5 4',-80
b'1rbqkb1r/pppppppp/2n2n2/8/8/N6N/PPPPPPPP/R1BQKB1R w KQk - 5 4',-80
b'r1bqkbr1/pppppppp/2n2n2/8/8/N6N/PPPPPPPP/R1BQKB1R w KQq - 5 4',-80
b'1rbqkb1r/pppppppp/2n2n2/8/8/N6N/PPPPPPPP/R1BQKB1R w KQk - 5 4',-80
b'r1bqkbr1/pppppppp/2n2n2/8/8/N6N/PPPPPPPP/R1BQKB1R w KQq - 5 4',-80
b'r1bqkbr1/pppppppp/2n2n2/8/8/N6N/PPPPPPPP/R1BQKB1R w KQq - 5 4',-80
b'r1bqkbr1/pppppppp/2n2n2/8/8/N6N/PPPPPPPP/R1BQKB1R w KQq - 5 4',-80
b'1rbqkb1r/pppppppp/2n2n2/8/8/N6N/PPPPPPPP/R1BQKB1R w KQk - 5 4',-80
b'r1bqkbr1/pppppppp/2n2n2/8/8/N6N/PPPPPPPP/R1BQKB1R w KQq - 5 4',-80
b'r1bqkbr1/pppppppp/2n2n2/8/8/N6N/PPPPPPPP/R1BQKB1R w KQq - 5 4',-80
b'1rbqkb1r/pppppppp/2n2n2/8/8/N6N/PPPPPPPP/R1BQKB1R w KQk - 5 4',-80
b'1rbqkb1r/pppppppp/2n2n2/8/8/N6N/PPPPPPPP/R1BQKB1R w KQk - 5 4',-80
b'1rbqkb1r/pppppppp/2n2n2/8/8/N6N/PPPPPPPP/R1BQKB1R w KQk - 5 4',-80
b'r1bqkbr1/pppppppp/2n2n2/8/8/N6N/PPPPPPPP/R1BQKB1R w KQq - 5 4',-80
b'r1bqkbr1/pppppppp/2n2n2/8/8/N6N/PPPPPPPP/R1BQKB1R w KQq - 5 4',-80
b'1rbqkb1r/pppppppp/2n2n2/8/8/N6N/PPPPPPPP/R1BQKB1R w KQk - 5 4',-80
b'r1bqkbr1/pppppppp/2n2n2/8/8/N6N/PPPPPPPP/R1BQKB1R w KQq - 5 4',-80
b'r1bqkbr1/pppppppp/2n2n2/8/8/N6N/PPPPPPPP/R1BQKB1R w KQq - 5 4',-80
b'r1bqkbr1/pppppppp/2n2n2/8/8/N6N/PPPPPPPP/R1BQKB1R w KQq - 5 4',-80
b'1rbqkb1r/pppppppp/2n2n2/8/8/N6N/PPPPPPPP/R1BQKB1R w KQk - 5 4',-80
b'1rbqkb1r/pppppppp/2n2n2/8/8/N6N/PPPPPPPP/R1BQKB1R w KQk - 5 4',-80
b'1rbqkb1r/pppppppp/2n2n2/8/8/N6N/PPPPPPPP/R1BQKB1R w KQk - 5 4',-80
b'1rbqkb1r/pppppppp/2n2n2/8/8/N6N/PPPPPPPP/R1BQKB1R w KQk - 5 4',-80
b'r1bqkbr1/pppppppp/2n2n2/8/8/N6N/PPPPPPPP/R1BQKB1R w KQq - 5 4',-80
b'r1bqkbr1/pppppppp/2n2n2/8/8/N6N/PPPPPPPP/R1BQKB1R w KQq - 5 4',-80
b'r1bqkbr1/pppppppp/2n2n2/8/8/N6N/PPPPPPPP/R1BQKB1R w KQq - 5 4',-80
b'r1bqkbr1/pppppppp/2n2n2/8/8/N6N/PPPPPPPP/R1BQKB1R w KQq - 5 4',-80
b'1rbqkb1r/pppppppp/2n2n2/8/8/N6N/PPPPPPPP/R1BQKB1R w KQk - 5 4',-80
b'1rbqkb1r/pppppppp/2n2n2/8/8/N6N/PPPPPPPP/R1BQKB1R w KQk - 5 4',-80
b'r1bqkbr1/pppppppp/2n2n2/8/8/N6N/PPPPPPPP/R1BQKB1R w KQq - 5 4',-80
b'1rbqkb1r/pppppppp/2n2n2/8/8/N6N/PPPPPPPP/R1BQKB1R w KQk - 5 4',-80
b'1rbqkb1r/pppppppp/2n2n2/8/8/N6N/PPPPPPPP/R1BQKB1R w KQk - 5 4',-80
b'1rbqkb1r/pppppppp/2n2n2/8/8/N6N/PPPPPPPP/R1BQKB1R w KQk - 5 4',-80
b'1rbqkb1r/pppppppp/2n2n2/8/8/N6N/PPPPPPPP/R1BQKB1R w KQk - 5 4',-80
b'r1bqkbr1/pppppppp/2n2n2/8/8/N6N/PPPPPPPP/R1BQKB1R w KQq - 5 4',-80
